,State,Year,Quarter,District,RegisteredUser,AppOpens
12894,Telangana,2019,1,jangaon district,75697,0
12895,Telangana,2019,1,bhadradri kothagudem district,143331,0
12896,Telangana,2019,1,warangal rural district,86129,0
12897,Telangana,2019,1,kumuram bheem asifabad district,36654,0
12898,Telangana,2019,1,nizamabad district,186351,0
12899,Telangana,2019,1,adilabad district,52692,0
12900,Telangana,2019,1,rajanna sircilla district,74849,0
12901,Telangana,2019,1,nagarkurnool district,93752,0
12902,Telangana,2019,1,peddapalle district,146982,0
12903,Telangana,2019,1,nirmal district,62468,0
12904,Telangana,2019,1,mahabubabad district,80528,0
12905,Telangana,2019,1,sangareddy district,346529,0
12906,Telangana,2019,1,wanaparthy district,56006,0
12907,Telangana,2019,1,vikarabad district,82823,0
12908,Telangana,2019,1,jagtial district,114424,0
12909,Telangana,2019,1,yadadri bhuvanagiri district,112847,0
12910,Telangana,2019,1,medak district,79145,0
12911,Telangana,2019,1,mahbubnagar district,117364,0
12912,Telangana,2019,1,jaya shankar bhalupally district,52428,0
12913,Telangana,2019,1,warangal urban district,301881,0
12914,Telangana,2019,1,rangareddy district,1470874,0
12915,Telangana,2019,1,hyderabad district,1638436,0
12916,Telangana,2019,1,suryapet district,131272,0
12917,Telangana,2019,1,jogulamba gadwal district,57206,0
12918,Telangana,2019,1,kamareddy district,96369,0
12919,Telangana,2019,1,mulugu district,27532,0
12920,Telangana,2019,1,medchal malkajgiri district,1279531,0
12921,Telangana,2019,1,karimnagar district,218609,0
12922,Telangana,2019,1,mancherial district,131128,0
12923,Telangana,2019,1,siddipet district,152281,0
12924,Telangana,2019,1,khammam district,206049,0
12925,Telangana,2019,2,narayanpet district,46909,341227
12926,Telangana,2019,2,nalgonda district,243227,1776843
12927,Telangana,2019,2,jangaon district,87261,760266
12928,Telangana,2019,2,bhadradri kothagudem district,166124,1213631
12929,Telangana,2019,2,warangal rural district,99395,904458
12930,Telangana,2019,2,kumuram bheem asifabad district,42328,270599
12931,Telangana,2019,2,nizamabad district,217841,1405542
12932,Telangana,2019,2,adilabad district,60912,354686
12933,Telangana,2019,2,rajanna sircilla district,85094,563030
12934,Telangana,2019,2,nagarkurnool district,110443,861099
12935,Telangana,2019,2,peddapalle district,164429,1242370
12936,Telangana,2019,2,nirmal district,72367,438946
12937,Telangana,2019,2,mahabubabad district,93293,769780
12938,Telangana,2019,2,sangareddy district,395371,3054588
12939,Telangana,2019,2,wanaparthy district,65235,513463
12940,Telangana,2019,2,vikarabad district,97441,677070
12941,Telangana,2019,2,jagtial district,130387,736541
12942,Telangana,2019,2,yadadri bhuvanagiri district,130181,1091523
12943,Telangana,2019,2,medak district,91570,733529
12944,Telangana,2019,2,mahbubnagar district,135546,956919
12945,Telangana,2019,2,jaya shankar bhalupally district,60052,551657
12946,Telangana,2019,2,warangal urban district,342602,3114627
12947,Telangana,2019,2,rangareddy district,1651300,16960204
12948,Telangana,2019,2,hyderabad district,1856926,18761439
12949,Telangana,2019,2,suryapet district,151114,1016067
12950,Telangana,2019,2,jogulamba gadwal district,66672,464175
12951,Telangana,2019,2,kamareddy district,111871,813768
12952,Telangana,2019,2,mulugu district,32156,238533
12953,Telangana,2019,2,medchal malkajgiri district,1428880,14391832
12954,Telangana,2019,2,karimnagar district,246886,1738874
12955,Telangana,2019,2,mancherial district,147346,1028634
12956,Telangana,2019,2,siddipet district,175413,1382293
12957,Telangana,2019,2,khammam district,239435,1714089
12958,Telangana,2019,3,narayanpet district,53512,1197912
12959,Telangana,2019,3,nalgonda district,274568,6355907
12960,Telangana,2019,3,jangaon district,97865,2765744
12961,Telangana,2019,3,bhadradri kothagudem district,187580,4480623
12962,Telangana,2019,3,warangal rural district,111605,3335073
12963,Telangana,2019,3,kumuram bheem asifabad district,47616,1004225
12964,Telangana,2019,3,nizamabad district,248977,5147161
12965,Telangana,2019,3,adilabad district,68686,1258579
12966,Telangana,2019,3,rajanna sircilla district,95396,2042927
12967,Telangana,2019,3,nagarkurnool district,126599,3246839
12968,Telangana,2019,3,peddapalle district,181084,4336697
12969,Telangana,2019,3,nirmal district,81523,1704014
12970,Telangana,2019,3,mahabubabad district,105126,2713299
12971,Telangana,2019,3,sangareddy district,441944,11628139
12972,Telangana,2019,3,wanaparthy district,73946,1764728
12973,Telangana,2019,3,vikarabad district,111704,2460013
12974,Telangana,2019,3,jagtial district,146602,2633368
12975,Telangana,2019,3,yadadri bhuvanagiri district,145955,4028135
12976,Telangana,2019,3,medak district,103294,2565238
12977,Telangana,2019,3,mahbubnagar district,154856,3665547
12978,Telangana,2019,3,jaya shankar bhalupally district,67145,1929596
12979,Telangana,2019,3,warangal urban district,381730,12813746
12980,Telangana,2019,3,rangareddy district,1826019,70341936
12981,Telangana,2019,3,hyderabad district,2071673,75481306
12982,Telangana,2019,3,suryapet district,169675,3495231
12983,Telangana,2019,3,jogulamba gadwal district,76012,1761344
12984,Telangana,2019,3,kamareddy district,126537,2894450
12985,Telangana,2019,3,mulugu district,36280,828445
12986,Telangana,2019,3,medchal malkajgiri district,1572320,58565898
12987,Telangana,2019,3,karimnagar district,274735,6721567
12988,Telangana,2019,3,mancherial district,163495,3693261
12989,Telangana,2019,3,siddipet district,196397,4923150
12990,Telangana,2019,3,khammam district,270101,6340413
12991,Telangana,2019,4,narayanpet district,61454,1618535
12992,Telangana,2019,4,nalgonda district,312849,8760787
12993,Telangana,2019,4,jangaon district,110428,3786800
12994,Telangana,2019,4,bhadradri kothagudem district,213581,6171238
12995,Telangana,2019,4,warangal rural district,125617,4529368
12996,Telangana,2019,4,kumuram bheem asifabad district,54853,1432235
12997,Telangana,2019,4,nizamabad district,284623,6845278
12998,Telangana,2019,4,adilabad district,79186,1785113
12999,Telangana,2019,4,rajanna sircilla district,107765,2701141
13000,Telangana,2019,4,nagarkurnool district,145325,4346133
13001,Telangana,2019,4,peddapalle district,200718,6004999
13002,Telangana,2019,4,nirmal district,93465,2258373
13003,Telangana,2019,4,mahabubabad district,119715,3769189
13004,Telangana,2019,4,sangareddy district,493353,14866325
13005,Telangana,2019,4,wanaparthy district,84527,2388548
13006,Telangana,2019,4,vikarabad district,128847,3284134
13007,Telangana,2019,4,jagtial district,166146,3606907
13008,Telangana,2019,4,yadadri bhuvanagiri district,165781,5553803
13009,Telangana,2019,4,medak district,117616,3422288
13010,Telangana,2019,4,mahbubnagar district,176619,4932462
13011,Telangana,2019,4,jaya shankar bhalupally district,75975,2670332
13012,Telangana,2019,4,warangal urban district,421970,16643573
13013,Telangana,2019,4,rangareddy district,2001437,86195067
13014,Telangana,2019,4,hyderabad district,2283903,89267033
13015,Telangana,2019,4,suryapet district,192063,4802963
13016,Telangana,2019,4,jogulamba gadwal district,87093,2348593
13017,Telangana,2019,4,kamareddy district,144240,3966417
13018,Telangana,2019,4,mulugu district,41655,1205094
13019,Telangana,2019,4,medchal malkajgiri district,1714832,71137535
13020,Telangana,2019,4,karimnagar district,305507,8865029
13021,Telangana,2019,4,mancherial district,183580,5275385
13022,Telangana,2019,4,siddipet district,221164,6426620
13023,Telangana,2019,4,khammam district,304804,8371747
13024,Telangana,2020,1,narayanpet district,69951,2186909
13025,Telangana,2020,1,nalgonda district,351793,11703188
13026,Telangana,2020,1,jangaon district,122645,4911939
13027,Telangana,2020,1,bhadradri kothagudem district,240218,7950598
13028,Telangana,2020,1,warangal rural district,138279,5651289
13029,Telangana,2020,1,kumuram bheem asifabad district,62210,1866471
13030,Telangana,2020,1,nizamabad district,320572,8519695
13031,Telangana,2020,1,adilabad district,90082,2265159
13032,Telangana,2020,1,rajanna sircilla district,119857,3358921
13033,Telangana,2020,1,nagarkurnool district,165017,6257385
13034,Telangana,2020,1,peddapalle district,219359,7505646
13035,Telangana,2020,1,nirmal district,105257,2811442
13036,Telangana,2020,1,mahabubabad district,133329,4878564
13037,Telangana,2020,1,sangareddy district,542540,17730360
13038,Telangana,2020,1,wanaparthy district,95305,3260565
13039,Telangana,2020,1,vikarabad district,146927,4501087
13040,Telangana,2020,1,jagtial district,186557,4571872
13041,Telangana,2020,1,yadadri bhuvanagiri district,184218,7042753
13042,Telangana,2020,1,medak district,131276,4325061
13043,Telangana,2020,1,mahbubnagar district,198442,6473191
13044,Telangana,2020,1,jaya shankar bhalupally district,83741,3416159
13045,Telangana,2020,1,warangal urban district,457591,18169055
13046,Telangana,2020,1,rangareddy district,2166829,92956758
13047,Telangana,2020,1,hyderabad district,2483843,94202316
13048,Telangana,2020,1,suryapet district,215377,6397940
13049,Telangana,2020,1,jogulamba gadwal district,98743,3023309
13050,Telangana,2020,1,kamareddy district,162054,4963635
13051,Telangana,2020,1,mulugu district,47202,1912194
13052,Telangana,2020,1,medchal malkajgiri district,1845599,76127707
13053,Telangana,2020,1,karimnagar district,334300,10431331
13054,Telangana,2020,1,mancherial district,201832,6523023
13055,Telangana,2020,1,siddipet district,245168,8153463
13056,Telangana,2020,1,khammam district,340747,10674831
13057,Telangana,2020,2,narayanpet district,79975,2974720
13058,Telangana,2020,2,nalgonda district,393199,14312604
13059,Telangana,2020,2,jangaon district,135637,6127838
13060,Telangana,2020,2,bhadradri kothagudem district,269053,9040151
13061,Telangana,2020,2,warangal rural district,152409,7087689
13062,Telangana,2020,2,kumuram bheem asifabad district,70431,2213551
13063,Telangana,2020,2,nizamabad district,362663,9986332
13064,Telangana,2020,2,adilabad district,102358,2617153
13065,Telangana,2020,2,rajanna sircilla district,131832,3715018
13066,Telangana,2020,2,nagarkurnool district,185422,8108321
13067,Telangana,2020,2,peddapalle district,238823,8306455
13068,Telangana,2020,2,nirmal district,119692,3263795
13069,Telangana,2020,2,mahabubabad district,148880,6393465
13070,Telangana,2020,2,sangareddy district,593360,16942095
13071,Telangana,2020,2,wanaparthy district,106739,4127393
13072,Telangana,2020,2,vikarabad district,167218,5623203
13073,Telangana,2020,2,jagtial district,208759,5423820
13074,Telangana,2020,2,yadadri bhuvanagiri district,202936,7381812
13075,Telangana,2020,2,medak district,145635,4919329
13076,Telangana,2020,2,mahbubnagar district,220639,6873172
13077,Telangana,2020,2,jaya shankar bhalupally district,91966,3983691
13078,Telangana,2020,2,warangal urban district,495066,15269694
13079,Telangana,2020,2,rangareddy district,2313748,52633672
13080,Telangana,2020,2,hyderabad district,2653534,50253743
13081,Telangana,2020,2,suryapet district,242820,8146908
13082,Telangana,2020,2,jogulamba gadwal district,112769,3716099
13083,Telangana,2020,2,kamareddy district,182240,6089670
13084,Telangana,2020,2,mulugu district,53156,2087930
13085,Telangana,2020,2,medchal malkajgiri district,1963353,50404417
13086,Telangana,2020,2,karimnagar district,362986,10218611
13087,Telangana,2020,2,mancherial district,221435,7442038
13088,Telangana,2020,2,siddipet district,269076,9050527
13089,Telangana,2020,2,khammam district,380382,12395589
13090,Telangana,2020,3,narayanpet district,88897,3444383
13091,Telangana,2020,3,nalgonda district,435022,18261971
13092,Telangana,2020,3,jangaon district,148978,7332319
13093,Telangana,2020,3,bhadradri kothagudem district,297785,12289002
13094,Telangana,2020,3,warangal rural district,168438,8501734
13095,Telangana,2020,3,kumuram bheem asifabad district,79379,2953601
13096,Telangana,2020,3,nizamabad district,405678,13663242
13097,Telangana,2020,3,adilabad district,114763,3495961
13098,Telangana,2020,3,rajanna sircilla district,145258,4948986
13099,Telangana,2020,3,nagarkurnool district,205810,9825044
13100,Telangana,2020,3,peddapalle district,259183,11171940
13101,Telangana,2020,3,nirmal district,134124,4435475
13102,Telangana,2020,3,mahabubabad district,164800,7776597
13103,Telangana,2020,3,sangareddy district,649580,23488143
13104,Telangana,2020,3,wanaparthy district,117968,5003628
13105,Telangana,2020,3,vikarabad district,186369,6732351
13106,Telangana,2020,3,jagtial district,232101,7411018
13107,Telangana,2020,3,yadadri bhuvanagiri district,223066,9822913
13108,Telangana,2020,3,medak district,160492,5966321
13109,Telangana,2020,3,mahbubnagar district,243998,9270326
13110,Telangana,2020,3,jaya shankar bhalupally district,100886,5210450
13111,Telangana,2020,3,warangal urban district,535485,22283028
13112,Telangana,2020,3,rangareddy district,2495699,84072270
13113,Telangana,2020,3,hyderabad district,2875965,81783431
13114,Telangana,2020,3,suryapet district,269601,10631693
13115,Telangana,2020,3,jogulamba gadwal district,126584,5055006
13116,Telangana,2020,3,kamareddy district,201892,7423110
13117,Telangana,2020,3,mulugu district,59368,2688237
13118,Telangana,2020,3,medchal malkajgiri district,2111567,78894984
13119,Telangana,2020,3,karimnagar district,394328,14576555
13120,Telangana,2020,3,mancherial district,242301,10591575
13121,Telangana,2020,3,siddipet district,294416,11731189
13122,Telangana,2020,3,khammam district,421101,17045442
13123,Telangana,2020,4,narayanpet district,98243,4279253
13124,Telangana,2020,4,nalgonda district,478409,24303721
13125,Telangana,2020,4,jangaon district,162803,9424072
13126,Telangana,2020,4,bhadradri kothagudem district,328326,16865688
13127,Telangana,2020,4,warangal rural district,183786,10385430
13128,Telangana,2020,4,kumuram bheem asifabad district,88807,4105386
13129,Telangana,2020,4,nizamabad district,449731,18746196
13130,Telangana,2020,4,adilabad district,128184,5003861
13131,Telangana,2020,4,rajanna sircilla district,160123,6904037
13132,Telangana,2020,4,nagarkurnool district,226388,12171167
13133,Telangana,2020,4,peddapalle district,281140,15343725
13134,Telangana,2020,4,nirmal district,148827,5912155
13135,Telangana,2020,4,mahabubabad district,181203,9775880
13136,Telangana,2020,4,sangareddy district,711551,33690075
13137,Telangana,2020,4,wanaparthy district,129768,6497923
13138,Telangana,2020,4,vikarabad district,205866,8953295
13139,Telangana,2020,4,jagtial district,256382,10089257
13140,Telangana,2020,4,yadadri bhuvanagiri district,244210,13695103
13141,Telangana,2020,4,medak district,176543,8365745
13142,Telangana,2020,4,mahbubnagar district,268580,12656725
13143,Telangana,2020,4,jaya shankar bhalupally district,109685,6567074
13144,Telangana,2020,4,warangal urban district,579306,30652741
13145,Telangana,2020,4,rangareddy district,2704868,130198376
13146,Telangana,2020,4,hyderabad district,3142385,133815496
13147,Telangana,2020,4,suryapet district,296172,14190129
13148,Telangana,2020,4,jogulamba gadwal district,139726,6298254
13149,Telangana,2020,4,kamareddy district,222619,10099481
13150,Telangana,2020,4,mulugu district,65683,3531967
13151,Telangana,2020,4,medchal malkajgiri district,2282695,118770158
13152,Telangana,2020,4,karimnagar district,428019,20214083
13153,Telangana,2020,4,mancherial district,264886,14874505
13154,Telangana,2020,4,siddipet district,321082,15903514
13155,Telangana,2020,4,khammam district,461801,22329763
13156,Telangana,2021,1,narayanpet district,106583,4879296
13157,Telangana,2021,1,nalgonda district,517727,27638199
13158,Telangana,2021,1,jangaon district,175735,10737744
13159,Telangana,2021,1,bhadradri kothagudem district,354847,19161712
13160,Telangana,2021,1,warangal rural district,197677,11246867
13161,Telangana,2021,1,kumuram bheem asifabad district,96381,4981178
13162,Telangana,2021,1,nizamabad district,485751,21011313
13163,Telangana,2021,1,adilabad district,138946,6058994
13164,Telangana,2021,1,rajanna sircilla district,172651,7870680
13165,Telangana,2021,1,nagarkurnool district,245417,14130703
13166,Telangana,2021,1,peddapalle district,302119,17000004
13167,Telangana,2021,1,nirmal district,161330,6825009
13168,Telangana,2021,1,mahabubabad district,195493,10915276
13169,Telangana,2021,1,sangareddy district,767476,40044462
13170,Telangana,2021,1,wanaparthy district,140134,7311810
13171,Telangana,2021,1,vikarabad district,222697,10478282
13172,Telangana,2021,1,jagtial district,276806,11635474
13173,Telangana,2021,1,yadadri bhuvanagiri district,263598,15881813
13174,Telangana,2021,1,medak district,190586,9500652
13175,Telangana,2021,1,mahbubnagar district,290086,14780834
13176,Telangana,2021,1,jaya shankar bhalupally district,118229,7311296
13177,Telangana,2021,1,warangal urban district,620947,35661562
13178,Telangana,2021,1,rangareddy district,2906635,164961999
13179,Telangana,2021,1,hyderabad district,3379663,171306090
13180,Telangana,2021,1,suryapet district,320013,16329250
13181,Telangana,2021,1,jogulamba gadwal district,150765,6985199
13182,Telangana,2021,1,kamareddy district,240460,11023229
13183,Telangana,2021,1,mulugu district,71073,4160226
13184,Telangana,2021,1,medchal malkajgiri district,2450573,146584671
13185,Telangana,2021,1,karimnagar district,459407,23293364
13186,Telangana,2021,1,mancherial district,285446,16741307
13187,Telangana,2021,1,siddipet district,346000,18464802
13188,Telangana,2021,1,khammam district,497818,25126745
13189,Telangana,2021,2,narayanpet district,114463,10568396
13190,Telangana,2021,2,nalgonda district,555043,43957369
13191,Telangana,2021,2,jangaon district,188184,17884084
13192,Telangana,2021,2,bhadradri kothagudem district,380059,26785841
13193,Telangana,2021,2,warangal rural district,211532,14875784
13194,Telangana,2021,2,kumuram bheem asifabad district,103556,9718979
13195,Telangana,2021,2,nizamabad district,518801,27507980
13196,Telangana,2021,2,adilabad district,148869,10445610
13197,Telangana,2021,2,rajanna sircilla district,184273,10932369
13198,Telangana,2021,2,nagarkurnool district,263411,26796756
13199,Telangana,2021,2,peddapalle district,322666,19550159
13200,Telangana,2021,2,nirmal district,172714,12440675
13201,Telangana,2021,2,mahabubabad district,209567,16994546
13202,Telangana,2021,2,sangareddy district,820387,40510366
13203,Telangana,2021,2,wanaparthy district,150138,12327128
13204,Telangana,2021,2,vikarabad district,238633,18596926
13205,Telangana,2021,2,jagtial district,295472,16125474
13206,Telangana,2021,2,yadadri bhuvanagiri district,282382,22992550
13207,Telangana,2021,2,medak district,204292,14977139
13208,Telangana,2021,2,mahbubnagar district,310193,18571180
13209,Telangana,2021,2,jaya shankar bhalupally district,126605,11889883
13210,Telangana,2021,2,warangal urban district,661592,27667829
13211,Telangana,2021,2,rangareddy district,3097973,114677944
13212,Telangana,2021,2,hyderabad district,3598337,103186542
13213,Telangana,2021,2,suryapet district,342919,23148345
13214,Telangana,2021,2,jogulamba gadwal district,161753,11573190
13215,Telangana,2021,2,kamareddy district,257384,18349435
13216,Telangana,2021,2,mulugu district,76355,8730473
13217,Telangana,2021,2,medchal malkajgiri district,2611159,94016405
13218,Telangana,2021,2,karimnagar district,490218,23072270
13219,Telangana,2021,2,mancherial district,305137,21806217
13220,Telangana,2021,2,siddipet district,370224,24952714
13221,Telangana,2021,2,khammam district,532589,29687134
13222,Telangana,2021,3,narayanpet district,123698,12600713
13223,Telangana,2021,3,nalgonda district,598288,49183567
13224,Telangana,2021,3,jangaon district,202760,19954357
13225,Telangana,2021,3,bhadradri kothagudem district,409224,32652497
13226,Telangana,2021,3,warangal rural district,227582,16044231
13227,Telangana,2021,3,kumuram bheem asifabad district,112005,12374636
13228,Telangana,2021,3,nizamabad district,556044,30872892
13229,Telangana,2021,3,adilabad district,160401,13550832
13230,Telangana,2021,3,rajanna sircilla district,197653,12946883
13231,Telangana,2021,3,nagarkurnool district,284427,32443551
13232,Telangana,2021,3,peddapalle district,346172,22273221
13233,Telangana,2021,3,nirmal district,186080,14516617
13234,Telangana,2021,3,mahabubabad district,225821,18716303
13235,Telangana,2021,3,sangareddy district,880907,48000652
13236,Telangana,2021,3,wanaparthy district,161625,13973770
13237,Telangana,2021,3,vikarabad district,257234,21915189
13238,Telangana,2021,3,jagtial district,316708,18647662
13239,Telangana,2021,3,yadadri bhuvanagiri district,303988,27134768
13240,Telangana,2021,3,medak district,220085,16585388
13241,Telangana,2021,3,mahbubnagar district,332912,22433630
13242,Telangana,2021,3,jaya shankar bhalupally district,136483,13403776
13243,Telangana,2021,3,warangal urban district,707591,34485735
13244,Telangana,2021,3,rangareddy district,3310906,152255269
13245,Telangana,2021,3,hyderabad district,3839513,138904779
13246,Telangana,2021,3,suryapet district,369487,26206177
13247,Telangana,2021,3,jogulamba gadwal district,174716,15082826
13248,Telangana,2021,3,kamareddy district,276848,20064605
13249,Telangana,2021,3,mulugu district,82466,10704784
13250,Telangana,2021,3,medchal malkajgiri district,2790387,122352691
13251,Telangana,2021,3,karimnagar district,524929,27893947
13252,Telangana,2021,3,mancherial district,327681,25861713
13253,Telangana,2021,3,siddipet district,398010,28683328
13254,Telangana,2021,3,khammam district,572647,34808208
13255,Telangana,2021,4,narayanpet district,132812,9885605
13256,Telangana,2021,4,nalgonda district,641044,49387802
13257,Telangana,2021,4,jangaon district,216959,19454795
13258,Telangana,2021,4,bhadradri kothagudem district,438017,31523917
13259,Telangana,2021,4,warangal rural district,243471,18842708
13260,Telangana,2021,4,kumuram bheem asifabad district,120270,9921783
13261,Telangana,2021,4,nizamabad district,593223,43139132
13262,Telangana,2021,4,adilabad district,171840,11973849
13263,Telangana,2021,4,rajanna sircilla district,210757,15899445
13264,Telangana,2021,4,nagarkurnool district,304863,25806289
13265,Telangana,2021,4,peddapalle district,369792,28436891
13266,Telangana,2021,4,nirmal district,199256,15126416
13267,Telangana,2021,4,mahabubabad district,242028,17962206
13268,Telangana,2021,4,sangareddy district,940845,65270943
13269,Telangana,2021,4,wanaparthy district,173070,13082876
13270,Telangana,2021,4,vikarabad district,275384,21678658
13271,Telangana,2021,4,jagtial district,337979,23826683
13272,Telangana,2021,4,yadadri bhuvanagiri district,325245,29576100
13273,Telangana,2021,4,medak district,235661,18654116
13274,Telangana,2021,4,mahbubnagar district,355529,27383427
13275,Telangana,2021,4,jaya shankar bhalupally district,146183,11945405
13276,Telangana,2021,4,warangal urban district,753613,50362105
13277,Telangana,2021,4,rangareddy district,3523496,223574100
13278,Telangana,2021,4,hyderabad district,4081185,216036952
13279,Telangana,2021,4,suryapet district,395614,29089685
13280,Telangana,2021,4,jogulamba gadwal district,187444,12596236
13281,Telangana,2021,4,kamareddy district,296281,22680871
13282,Telangana,2021,4,mulugu district,88544,7330070
13283,Telangana,2021,4,medchal malkajgiri district,2969740,193566420
13284,Telangana,2021,4,karimnagar district,559456,39304222
13285,Telangana,2021,4,mancherial district,350142,29531278
13286,Telangana,2021,4,siddipet district,425592,35107007
13287,Telangana,2021,4,khammam district,612314,39641400
13288,Telangana,2022,1,narayanpet district,141328,24536040
13289,Telangana,2022,1,nalgonda district,681754,78536056
13290,Telangana,2022,1,jangaon district,230792,33506381
13291,Telangana,2022,1,bhadradri kothagudem district,465349,47828778
13292,Telangana,2022,1,warangal rural district,259006,20722699
13293,Telangana,2022,1,kumuram bheem asifabad district,128148,23216915
13294,Telangana,2022,1,nizamabad district,628661,45635773
13295,Telangana,2022,1,adilabad district,182668,25726396
13296,Telangana,2022,1,rajanna sircilla district,223437,20874197
13297,Telangana,2022,1,nagarkurnool district,324408,60647215
13298,Telangana,2022,1,peddapalle district,392476,26729462
13299,Telangana,2022,1,nirmal district,211771,31155753
13300,Telangana,2022,1,mahabubabad district,257761,26617012
13301,Telangana,2022,1,sangareddy district,997988,48529759
13302,Telangana,2022,1,wanaparthy district,183885,21853834
13303,Telangana,2022,1,vikarabad district,292925,40205178
13304,Telangana,2022,1,jagtial district,358314,32122010
13305,Telangana,2022,1,yadadri bhuvanagiri district,345555,43364083
13306,Telangana,2022,1,medak district,250764,26785493
13307,Telangana,2022,1,mahbubnagar district,377199,31979642
13308,Telangana,2022,1,jaya shankar bhalupally district,155585,19712978
13309,Telangana,2022,1,warangal urban district,797162,21446613
13310,Telangana,2022,1,rangareddy district,3722676,79856901
13311,Telangana,2022,1,hyderabad district,4306136,36924268
13312,Telangana,2022,1,suryapet district,420703,35742581
13313,Telangana,2022,1,jogulamba gadwal district,199570,22596775
13314,Telangana,2022,1,kamareddy district,314999,34435197
13315,Telangana,2022,1,mulugu district,94447,24353047
13316,Telangana,2022,1,medchal malkajgiri district,3138387,36878958
13317,Telangana,2022,1,karimnagar district,592752,27194131
13318,Telangana,2022,1,mancherial district,371749,35198365
13319,Telangana,2022,1,siddipet district,452034,44351650
13320,Telangana,2022,1,khammam district,650223,39600384
13321,Telangana,2022,2,narayanpet district,149430,27687075
13322,Telangana,2022,2,nalgonda district,719911,85869907
13323,Telangana,2022,2,jangaon district,243599,37861712
13324,Telangana,2022,2,bhadradri kothagudem district,491003,53037326
13325,Telangana,2022,2,warangal rural district,273508,20983573
13326,Telangana,2022,2,kumuram bheem asifabad district,135588,26400339
13327,Telangana,2022,2,nizamabad district,662427,53358244
13328,Telangana,2022,2,adilabad district,192795,29410349
13329,Telangana,2022,2,rajanna sircilla district,235439,24898167
13330,Telangana,2022,2,nagarkurnool district,342621,62479162
13331,Telangana,2022,2,peddapalle district,413849,28523186
13332,Telangana,2022,2,nirmal district,223694,37127191
13333,Telangana,2022,2,mahabubabad district,272277,28074074
13334,Telangana,2022,2,sangareddy district,1051378,56481101
13335,Telangana,2022,2,wanaparthy district,194159,23776454
13336,Telangana,2022,2,vikarabad district,309288,45944923
13337,Telangana,2022,2,jagtial district,377794,35930120
13338,Telangana,2022,2,yadadri bhuvanagiri district,364848,48725489
13339,Telangana,2022,2,medak district,264807,31822099
13340,Telangana,2022,2,mahbubnagar district,397421,35909785
13341,Telangana,2022,2,jaya shankar bhalupally district,164390,19973850
13342,Telangana,2022,2,warangal urban district,838533,21541986
13343,Telangana,2022,2,rangareddy district,3911372,82671883
13344,Telangana,2022,2,hyderabad district,4519625,32945026
13345,Telangana,2022,2,suryapet district,444281,40672431
13346,Telangana,2022,2,jogulamba gadwal district,210937,25329332
13347,Telangana,2022,2,kamareddy district,332593,39767491
13348,Telangana,2022,2,mulugu district,99897,23789791
13349,Telangana,2022,2,medchal malkajgiri district,3297882,34313710
13350,Telangana,2022,2,karimnagar district,624054,29203287
13351,Telangana,2022,2,mancherial district,392343,38088686
13352,Telangana,2022,2,siddipet district,476865,51826750
13353,Telangana,2022,2,khammam district,685755,41834871
13354,Telangana,2022,3,narayanpet district,157410,29955283
13355,Telangana,2022,3,nalgonda district,758377,93670118
13356,Telangana,2022,3,jangaon district,256510,35822117
13357,Telangana,2022,3,bhadradri kothagudem district,517431,50653504
13358,Telangana,2022,3,warangal rural district,288239,19013375
13359,Telangana,2022,3,kumuram bheem asifabad district,142886,26874360
13360,Telangana,2022,3,nizamabad district,697031,46177998
13361,Telangana,2022,3,adilabad district,202926,31820070
13362,Telangana,2022,3,rajanna sircilla district,247866,26496042
13363,Telangana,2022,3,nagarkurnool district,360550,61610304
13364,Telangana,2022,3,peddapalle district,436008,25775599
13365,Telangana,2022,3,nirmal district,235565,34768227
13366,Telangana,2022,3,mahabubabad district,286902,27203065
13367,Telangana,2022,3,sangareddy district,1106571,57423815
13368,Telangana,2022,3,wanaparthy district,204432,23476250
13369,Telangana,2022,3,vikarabad district,325303,43278116
13370,Telangana,2022,3,jagtial district,397688,32356187
13371,Telangana,2022,3,yadadri bhuvanagiri district,384141,50093206
13372,Telangana,2022,3,medak district,278966,32430565
13373,Telangana,2022,3,mahbubnagar district,418280,36713378
13374,Telangana,2022,3,jaya shankar bhalupally district,173372,18695239
13375,Telangana,2022,3,warangal urban district,881363,20060029
13376,Telangana,2022,3,rangareddy district,4105107,84056871
13377,Telangana,2022,3,hyderabad district,4739891,30441899
13378,Telangana,2022,3,suryapet district,468196,37304827
13379,Telangana,2022,3,jogulamba gadwal district,222094,28532292
13380,Telangana,2022,3,kamareddy district,350370,37129247
13381,Telangana,2022,3,mulugu district,105383,22624524
13382,Telangana,2022,3,medchal malkajgiri district,3463208,31069503
13383,Telangana,2022,3,karimnagar district,656534,29267383
13384,Telangana,2022,3,mancherial district,413504,36518078
13385,Telangana,2022,3,siddipet district,502130,52694134
13386,Telangana,2022,3,khammam district,721877,41592039
13387,Telangana,2022,4,narayanpet district,164467,13004567
13388,Telangana,2022,4,nalgonda district,793688,62529082
13389,Telangana,2022,4,jangaon district,268072,24657265
13390,Telangana,2022,4,bhadradri kothagudem district,542203,35537846
13391,Telangana,2022,4,warangal rural district,301876,21240770
13392,Telangana,2022,4,kumuram bheem asifabad district,149386,13154999
13393,Telangana,2022,4,nizamabad district,729287,56961137
13394,Telangana,2022,4,adilabad district,212112,15274623
13395,Telangana,2022,4,rajanna sircilla district,259226,22135576
